альбом;название_песни;слово;лемма;часть_речи;род;число;падеж;время;лицо;наклонение;вид;залог;степень;возвратность;одушевленность;переходность
Здравствуйте, дети!, 2004;Иду;поднимаюсь;подниматься;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Иду;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;лифте;лифт;NOUN;мужской;единственное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Иду;хочется;хотеться;VERB;;единственное;;настоящее;;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Иду;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Иду;иду;идти;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Иду;по;по;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;разворотам;разворот;NOUN;мужской;множественное;дательный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Иду;от;от;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;журналов;журнал;NOUN;мужской;множественное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Иду;кино;кино;NOUN;средний;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Иду;я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Иду;наступаю;наступать;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Иду;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;лица;лицо;NOUN;средний;единственное;родительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Иду;морщатся;морщиться;VERB;;множественное;;настоящее;3;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Иду;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Иду;иду;идти;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Иду;я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Иду;стал;стать;VERB;мужской;единственное;;прошедшее;;изъявительное;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Иду;нарциссом;нарцисс;NOUN;мужской;единственное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Иду;я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Иду;люблю;любить;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Иду;свое;свой;ADJF;средний;единственное;винительный;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;клеймо;клеймо;NOUN;средний;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Иду;и;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;мой;мой;ADJF;мужской;единственное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;карманный;карманный;ADJF;мужской;единственное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;кредит;кредит;NOUN;мужской;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Иду;Вдруг;вдруг;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;кончился;кончиться;VERB;мужской;единственное;;прошедшее;;изъявительное;совершенный;;;;;непереходный
