альбом;название_песни;слово;лемма;часть_речи;род;число;падеж;время;лицо;наклонение;вид;залог;степень;возвратность;одушевленность;переходность;имена_собственные;таксономия;подтема_инструментов;таксономия_прилагательных
Здравствуйте, дети!, 2004;Иду;Я;я;NPRO;;единственное;именительный;;1;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;разыскиваюсь;разыскиваться;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный;;;;
Здравствуйте, дети!, 2004;Иду;всеми;весь;APRO;;множественное;творительный;;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;средствами;средство;NOUN;средний;множественное;творительный;;;;;;;;неодушевлённое;;;;;
Здравствуйте, дети!, 2004;Иду;всеми;весь;APRO;;множественное;творительный;;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;массовыми;массовый;ADJF;;множественное;творительный;;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;информациями;информация;NOUN;женский;множественное;творительный;;;;;;;;неодушевлённое;;;;;
Здравствуйте, дети!, 2004;Иду;Я;я;NPRO;;единственное;именительный;;1;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;иду;идти;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный;;;;
Здравствуйте, дети!, 2004;Иду;по;по;PREP;;;;;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;мокрым;мокрый;ADJF;мужской;единственное;творительный;;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;рельсам;рельс;NOUN;мужской;множественное;дательный;;;;;;;;неодушевлённое;;;;;
Здравствуйте, дети!, 2004;Иду;я;я;NPRO;;единственное;именительный;;1;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;спускаюсь;спускаться;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный;;;;
Здравствуйте, дети!, 2004;Иду;в;в;PREP;;;;;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;метро;метро;NOUN;средний;единственное;предложный;;;;;;;;неодушевлённое;;;;;
Здравствуйте, дети!, 2004;Иду;я;я;NPRO;;единственное;именительный;;1;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;поднимаюсь;подниматься;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный;;;;
Здравствуйте, дети!, 2004;Иду;на;на;PREP;;;;;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;лифте;лифт;NOUN;мужской;единственное;предложный;;;;;;;;неодушевлённое;;;инструменты;механизмы и приборы;
Здравствуйте, дети!, 2004;Иду;хочется;хотеться;VERB;;единственное;;настоящее;;изъявительное;несовершенный;;;;;непереходный;;;;
Здравствуйте, дети!, 2004;Иду;Я;я;NPRO;;единственное;именительный;;1;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;иду;идти;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный;;;;
Здравствуйте, дети!, 2004;Иду;по;по;PREP;;;;;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;разворотам;разворот;NOUN;мужской;множественное;дательный;;;;;;;;неодушевлённое;;;;;
Здравствуйте, дети!, 2004;Иду;от;от;PREP;;;;;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;журналов;журнал;NOUN;мужской;множественное;родительный;;;;;;;;неодушевлённое;;;;;
Здравствуйте, дети!, 2004;Иду;кино;кино;NOUN;средний;единственное;родительный;;;;;;;;неодушевлённое;;;;;
Здравствуйте, дети!, 2004;Иду;я;я;NPRO;;единственное;именительный;;1;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;наступаю;наступать;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный;;;;
Здравствуйте, дети!, 2004;Иду;на;на;PREP;;;;;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;лица;лицо;NOUN;средний;единственное;родительный;;;;;;;;одушевлённое;;;;;
Здравствуйте, дети!, 2004;Иду;морщатся;морщиться;VERB;;множественное;;настоящее;3;изъявительное;несовершенный;;;;;непереходный;;;;
Здравствуйте, дети!, 2004;Иду;Я;я;NPRO;;единственное;именительный;;1;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;иду;идти;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный;;;;
Здравствуйте, дети!, 2004;Иду;я;я;NPRO;;единственное;именительный;;1;;;;;;;;;;;
Здравствуйте, дети!, 2004;Иду;стал;стать;VERB;мужской;единственное;;прошедшее;;изъявительное;совершенный;;;;;непереходный;;;;
Здравствуйте, дети!, 2004;Иду;нарциссом;нарцисс;NOUN;мужской;единственное;творительный;;;;;;;;неодушевлённое;;;растения;;
Здравствуйте, дети!, 2004;Иду;я;я;NPRO;;единственное;именительный;;1;;;;;;;;;;;
